room_id,name,title,price,rating_value,rating_reviewCount,bed_info,image_urls,latitude,longitude
1521279184593060000,Luxuoso Apartamento Exclusivo na COP30 - Belém,Apartamento ⋅ Belém,2032.54,0.0,0,3 quartos; 3 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/0e95c8bf-d98e-45f3-af8c-326901cd4402.png; https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/37d61a9d-610a-487d-9f84-8ae9f4760ff3.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/51e0c4ea-9137-4aa5-8061-3f4171d208b2.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/2c231b32-35a8-4afb-8848-e16e8b2508ff.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/3469ff75-8245-402f-a163-d32c770a0073.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1521279184593059994/original/01f6ec9b-ca0b-4f17-8d26-5f55094e435a.jpeg,-1.46379,-48.48549
1426218432093364700,Chalé Nomad,Casa ⋅ Belém,3944.71,0.0,0,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/dded32e9-2174-4d6a-975d-e6414dfd4134.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/889dc746-ee98-48cd-bb8b-3d415bad7c0a.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/8af7aceb-efd6-4b00-a2a7-457fee2fd8e0.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/210c1461-9e0c-4b7f-8fb1-cfe48e666c33.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/59f333f5-0dcd-4ff3-bf57-e317693ed734.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1426218432093364856/original/e4fcf636-3a2b-475b-a6d9-ada18518566d.jpeg,-1.5058,-48.4938
53950548,Studio Unique Luxo c/ garagem,Apartamento ⋅ Belém,5188.64,4.95,55,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/84486062-19c9-4ec8-9476-00de867bd634.jpg; https://a0.muscache.com/im/pictures/75d717fa-a93a-48d8-b159-57a602b93f90.jpg; https://a0.muscache.com/im/pictures/f0613037-095b-4ff0-8306-d80303a6b98f.jpg; https://a0.muscache.com/im/pictures/3ea24e9d-6a82-4a16-9167-a768c8ab9971.jpg; https://a0.muscache.com/im/pictures/c343fef6-f7f8-484d-9ae5-ee6fa6f9af48.jpg; https://a0.muscache.com/im/pictures/93f211b3-0d11-4506-8580-3fc6dfc76eb7.jpg,-1.44595,-48.47094
1496676224313734100,Apartamento para cop30,Apartamento ⋅ Belém,2904.78,0.0,0,1 quarto; 1 cama king,https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/ff1dd6b1-ea41-4461-85d3-d0380acc68d0.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/c2ca622c-08e8-45bd-bb1d-294f7d1ca1f5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/08b9974f-4723-4c45-93f7-1fa4d75bca3e.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/fdb9afeb-d10b-4472-8a91-ce65c5ff9ad1.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/6d89faf6-b19d-4e24-8d44-f364a4d6cc3c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1496676224313734055/original/e981fd33-2ac0-429d-a335-f9cb170ba851.jpeg,-1.4401,-48.4915
1456639678062996000,Excelente para COP30 e Círio em Belém,Apartamento ⋅ Belém,4366.04,0.0,0,3 quartos; 6 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/c21347c1-d16b-4709-a50d-bb46705c59d2.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/0ca11339-ce62-4c96-8ebb-f39f62371ce9.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/d1c1747a-c762-4333-ab14-2ba37c846954.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/cdb9152b-7159-4b51-959b-39586af7537f.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/fd308ad7-678c-45e5-a62b-5b3b2a41ee50.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1456639678062996081/original/26bd05ac-1103-4dde-9d49-b7e754b5e8a3.jpeg,-1.4316,-48.4611
1518965269735578600,Estadia Perfeita no coração de Belém,Apartamento ⋅ Belém,2592.24,0.0,0,1 quarto; 1 cama de casal,https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/75eb0afe-29bf-439b-91e4-157a391b0b30.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/f3ee2cbc-63b1-484d-8fc1-cc68ed1a0da6.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/3dcd64bf-a7a9-48b2-82a4-9c29e82c19f8.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/2a7e9c8c-4f7b-40ca-8970-5c8de4947808.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/f50c16a4-dce8-4a42-a4b5-e9fe15fd94e4.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1518965269735578573/original/3e02d301-ea40-44ef-b8f1-95abe3ee82c2.jpeg,-1.4425,-48.4882
1486954052410811000,Apto Novíssimo arejado c varanda,Apartamento ⋅ Belém,1141.18,0.0,0,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/686400cc-48f4-4f42-94a3-cea3c635d8c0.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/dce0c0ac-a87b-4623-8d7a-915d247fb0f4.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/07ffa2a3-ee79-4cfe-8a92-bb8fe374e06b.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/79c17573-dd39-42c0-858d-996934b7c8fd.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/056960b6-117c-4594-a224-9402a8b30327.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1486954052410810887/original/f3db0580-f4a4-460a-95ff-3837f870a1c5.jpeg,-1.4307,-48.4633
1476337463591377000,Apartamento 2 Quartos Luxo COP30 100% climatizado.,Apartamento ⋅ Belém,4929.88,0.0,0,2 quartos; 1 cama de casal,https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/f85fea39-26cb-469e-8821-8bd2d91399aa.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/1d293de3-0e4a-4ef5-86d5-2f5775bdad7c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/09872aaa-065a-4427-b3e9-1abd3b1dbe83.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/b404dbf6-409c-4909-ac04-e93c03b166fe.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/784d3edb-2e63-4f5d-bda9-5b0bcc633ae7.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1476337463591376938/original/854a84aa-5bfe-40c0-8c10-a4a6146eb4dd.jpeg,-1.3903562914690437,-48.47077316634884
1522040884300761000,COP 30. Aluguel de Apto - de Frente para a Baía,Apartamento ⋅ Belém,3550.24,0.0,0,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/3b217959-f885-4d8b-9364-9ccce2992b18.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/cf75372a-e9e5-4032-b99a-71d2faa978da.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/6561f069-a678-4ce6-b7fd-41e136a88256.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/418b7f73-6137-4c19-ac7a-049a65ce71aa.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/b73ef9a9-cb7c-4b21-897e-c27ab36345bd.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1522040884300761070/original/f6bff983-c694-46dd-ba15-4c06e9ba41ed.jpeg,-1.44117,-48.49166
22075069,Apto de Luxo (Loft Duplex) área nobre (Doca),Apartamento ⋅ Belém,5020.91,5.0,4,1 quarto; 1 cama queen,https://a0.muscache.com/im/pictures/535a0b18-2e6b-4927-8b29-b6e77915508f.jpg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIwNzUwNjk=/original/25bc9ab7-466e-4f82-9ca0-d1672a6b5ff9.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIwNzUwNjk=/original/bac17a89-8fcc-4483-aecc-654247912522.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIwNzUwNjk=/original/bed3701c-5fa8-4ed0-8ad7-0804717ebc87.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIwNzUwNjk=/original/a83a4141-13b9-4cb0-b83f-3c9dc6ed55ea.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIwNzUwNjk=/original/fb6ca796-2cb4-4924-928b-c2c3c1bf1fe0.jpeg,-1.44705,-48.48388
1402500655822154200,Casa de hóspedes,Casa de hóspedes ⋅ Belém,3423.53,0.0,0,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/ed457b2e-d00e-4221-99c8-55306074b6ba.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/34335dc4-5e05-414c-ac54-791202d7fd7e.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/3666aa18-4225-4762-b6a3-d24b636f7b9e.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/5d313ef7-4ebd-4aa8-80d9-733d49a04119.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/a2063433-907f-4cbd-8223-582ca228ed17.jpeg; https://a0.muscache.com/im/pictures/miso/Hosting-1402500655822154345/original/729c7668-00d7-4d81-b8c2-1515f256c2e0.jpeg,-1.4703123894003465,-48.45754216280853
1391214323790500400,"Bayview Umarizal, Belém",Apartamento ⋅ Belém,3846.89,5.0,11,1 quarto; 1 cama queen,https://a0.muscache.com/im/pictures/hosting/Hosting-1391214323790500319/original/0ddafc4a-ab44-4c1b-a58e-8bd5bbdcb0e3.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTIxNDMyMzc5MDUwMDMxOQ==/original/be5139d0-1b3f-47a4-804b-b6e2c71af5d8.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTIxNDMyMzc5MDUwMDMxOQ==/original/ccb1b3d0-aba7-499d-ac7b-c7f3bb2b52c4.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTIxNDMyMzc5MDUwMDMxOQ==/original/f061eb5c-6258-45c5-8708-ebbd061f9d98.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTIxNDMyMzc5MDUwMDMxOQ==/original/2ff99574-7d02-494e-908b-c5799264adf6.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MTIxNDMyMzc5MDUwMDMxOQ==/original/a9866a42-eee9-4ac0-9d37-a3e03eb134a1.jpeg,-1.4401,-48.4915
1400536615545346300,Loft Duplex com garagem,Apartamento ⋅ Belém,5087.33,5.0,12,1 quarto; 1 cama,https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/0afdffce-0cf5-4cef-9791-756d0913074e.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/5bd706d0-5e12-4dd0-b83a-6513afc4f09d.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/4161a5ac-a1f6-400e-a944-bf93034ec4d1.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/1bd4e4c9-6960-44b3-abf8-386e9602efb4.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/94f1dfdf-3042-4e54-b8bb-ac6f552d5090.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1400536615545346415/original/b2154768-177f-45d7-a00f-50e62f7c2e86.jpeg,-1.4473242810598568,-48.4838383103749
1527130556846457000,Loft em Belém Ideal para COP30,Apartamento ⋅ Belém,3004.94,0.0,0,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/22f9e23e-6fac-4fb6-b087-29e0f7fca863.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/f8964024-9a22-44a6-85dc-2c59afefee05.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/4b58e13c-44bb-4f7f-81a7-0d0321a85e2c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/b153a235-8e7a-4ff7-bad9-956bfb8e966b.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/89817269-4b8f-401f-9e39-e4a585957507.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1527130556846457131/original/db997f7c-00d6-4936-9f61-9e9d8e1e9e27.jpeg,-1.446262729248168,-48.47039770066793
1524754928296664800,cop 30 apartamento luxuoso,Apartamento ⋅ Belém,1916.0,0.0,0,2 quartos; 2 camas,https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/2d0da80a-1d20-4fe7-946e-72891ef3ffbb.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/41e3309f-8057-4efb-8ccc-d452913b1214.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/3e868e05-cd2e-42f7-aaf9-d1f61c4efb9c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/77949281-8b96-43f6-8c08-9241a51ef3f9.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/e19e2387-a5b0-4780-bb99-f0f00705dec7.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1524754928296664715/original/a8f1d9e6-dfa1-4baa-b25c-8a750b46b8f6.jpeg,-1.46504,-48.48681
673205503647321100,Loft encantador com vista para baia e piscina,Loft ⋅ Belém,5085.25,4.99,68,1 quarto; 2 camas,https://a0.muscache.com/im/pictures/4dab4a4b-58a9-47f8-9767-1de975a27f53.jpg; https://a0.muscache.com/im/pictures/d428dfd1-e8aa-4658-894b-6a9e5e582de3.jpg; https://a0.muscache.com/im/pictures/beeda4b3-6626-4398-ad0c-9ccf18aad1a7.jpg; https://a0.muscache.com/im/pictures/2dfec462-3108-4fff-a674-ef83e546419a.jpg; https://a0.muscache.com/im/pictures/bc558c46-7fce-49a5-ad9d-3f995fa990b5.jpg; https://a0.muscache.com/im/pictures/1bd26609-1624-4a10-8eb3-d38089485d1f.jpg,-1.43899,-48.49062
1511872870770218500,Clube do condomínio de apartamentos - Ekoara Tower,Apartamento ⋅ Belém,6424.83,0.0,0,3 quartos; 3 camas queen,https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/faa3d4fe-025b-4f62-8173-5f1302980ae5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/a0c90799-0371-47f8-922f-a9ada96f39a8.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/6a52e90a-a650-41f8-820a-54a9481c97be.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/f2f088b8-6ca4-4b6e-b6f5-960caf7b9e0d.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/1cfbca83-8825-40c7-851d-7d75a1970338.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1511872870770218480/original/c4dc37ab-df2f-4b2b-a573-52367b53175c.jpeg,-1.4328,-48.4546
1498563221861048000,Apartamento confortável Cop30,Apartamento ⋅ Belém,2866.78,0.0,0,2 quartos; 2 camas de casal,https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/9f302b72-082c-48e8-86e4-e18293038eee.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/b038e13a-fc2e-4b3a-8bb6-78c625f1c4f5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/840c0fc8-08f2-4690-8e5e-a6817bb1329c.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/65894120-129e-4ec9-a413-ed256f7b4875.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/245b5d9b-73f4-4f37-a0c3-8b3af57efcd5.jpeg; https://a0.muscache.com/im/pictures/hosting/Hosting-1498563221861048055/original/fc10ef77-cd40-4893-a010-6a0ff7a6ad01.jpeg,-1.4652,-48.4888
