name,category,price,full_price,rating_value,rating_reviewCount,latitude,longitude,room_info,bed_info
Loft moderno com vista para Baía,Apartamento ⋅ Belém,8558.83,94147.13,0.0,0,-1.4405467276745667,-48.491031313374656,1 quarto,2 camas queen
Casa alto padrão para alugar COP 30,Casa ⋅ Belém,6847.06,75317.66,0.0,0,-1.4237,-48.4647,4 quartos,4 camas
Quarto Privativo,Casa ⋅ Belém,1672.45,18396.95,0.0,0,-1.379753387150272,-48.47968132365171,1 quarto,1 cama
"Apto 3qts sendo 1 suíte, com vista para piscina",Apartamento ⋅ Belém,5784.0,63624.0,0.0,0,-1.38984,-48.4688,3 quartos,4 camas
Torres Liberto - COP30 Belém III,Apartamento ⋅ Belém,4108.24,45190.64,0.0,0,-1.4651,-48.4948,3 quartos,6 camas
Suítes modernas com vista para floresta,Lugar para ficar em Belém,4585.46,50440.06,0.0,0,-1.3995,-48.4642,2 quartos,3 camas
Apartamento com vista para baía,Apartamento ⋅ Belém,3944.71,43391.81,0.0,0,-1.4298,-48.4878,3 quartos,3 camas
Apartamento para COP-30,Apartamento ⋅ Belém,3440.65,37847.15,0.0,0,-1.4602673680716425,-48.48232701612526,1 quarto,1 cama
Conforto e PraticidadeA 10 Minutos da COP30,Apartamento ⋅ Belém,3786.43,41650.729999999996,0.0,0,-1.4008,-48.4911,2 quartos,2 camas
Aluguel apart. completo - COP30,Apartamento ⋅ Belém,3389.4,37283.4,0.0,0,-1.4486,-48.4788,2 quartos,3 camas
Conforto e segurança em Belém,Apartamento ⋅ Belém,3093.32,34026.520000000004,0.0,0,-1.4276039866528365,-48.46925833834081,3 quartos,3 camas
Apto confortável e estratégico para COP 30,Apartamento ⋅ Belém,1689.84,18588.239999999998,0.0,0,-1.4162,-48.4777,2 quartos,5 camas
Apartamento exclusivo para COP30,Apartamento ⋅ Marco,2270.94,24980.34,0.0,0,-1.440279366582237,-48.46439311717798,2 quartos,3 camas
térreo - ganhe tempo na melhor opção para turistar,Quarto em Batista Campos,1232.47,13557.17,5.0,39,-1.4605,-48.4956,2 camas de solteiro,
Alugo Apartamento para COP 30,Apartamento ⋅ Marambaia,5605.46,61660.06,0.0,0,-1.4036,-48.4527,2 quartos,3 camas
Apto aconchegante e moderno,Apartamento ⋅ São Brás,3979.79,43777.69,0.0,0,-1.4474371836160609,-48.46888234426164,2 quartos,2 camas
Aconchegante apto COP30 no Marco,Apartamento ⋅ Marco,3492.0,38412.0,0.0,0,-1.4406,-48.4643,2 quartos,2 camas
Royal Crown Duplex Umarizal,Apartamento ⋅ Nazaré,3415.84,37574.240000000005,4.89,19,-1.44829,-48.48529,1 quarto,1 cama queen
Bayview Royal Umarizal,Apartamento ⋅ Umarizal,3415.84,37574.240000000005,4.84,31,-1.4401,-48.4915,1 quarto,1 cama queen
Royal Duplex Umarizal,Apartamento ⋅ Nazaré,3415.84,37574.240000000005,4.87,47,-1.4476,-48.4849,1 quarto,1 cama queen
Apartamento de luxo para COP30,Apartamento ⋅ Umarizal,5820.0,64020.0,0.0,0,-1.4435198529068058,-48.481179267647235,3 quartos,3 camas queen
Apartamento mobiliado com área de lazer completa,Apartamento ⋅ Batista Campos,2289.16,25180.76,4.89,19,-1.4646,-48.491,1 quarto,1 cama
Aluguel de Apartamento Aconchegante – Bairro Nobre,Apartamento ⋅ Umarizal,6389.64,70286.04000000001,0.0,0,-1.4364141386124958,-48.48784903170121,2 quartos,3 camas
Loft Batista Campos 30 COP,Apartamento ⋅ Belém,2390.77,26298.47,0.0,0,-1.4644,-48.4877,1 quarto,1 cama
"Apart. mobiliado Ed Rivoli Residence, Belém COP 30",Apartamento ⋅ Belém,5578.83,61367.13,0.0,0,-1.4637,-48.4987,2 quartos,4 camas
Sunset Royal Loft — Belém — Marco,Apartamento ⋅ São Brás,3412.73,37540.03,4.87,39,-1.4466,-48.47,1 quarto,1 cama de casal
"Apto Charmoso a 2,9km da sede da Cop 30",Apartamento ⋅ Belém,4563.64,50200.04,0.0,0,-1.43452,-48.45832,3 quartos,2 camas queen
Apartamento na melhor localização de Belém,Apartamento ⋅ Belém,7042.66,77469.26,0.0,0,-1.44484,-48.4867,3 quartos,4 camas
Aluguel para a Cop30 - Apt de 1 suíte novo,Apartamento ⋅ Marco,3994.12,43935.32,0.0,0,-1.4319,-48.4624,1 quarto,2 camas
Apartamento ao lado da COP30,Apartamento ⋅ Pedreira,8000.0,88000.0,0.0,0,-1.41763,-48.46231,3 quartos,5 camas
Apartamento em Belém/PA - COP30_ Vista para o Rio,Apartamento ⋅ Telégrafo,4108.24,45190.64,0.0,0,-1.4312,-48.4872,2 quartos,2 camas
"Suíte 2 ""Tucano""  (double)",Quarto em Marambaia,2824.41,31068.51,0.0,0,-1.4072,-48.4529,1 cama,
Aparamento alto padrão COP30,Apartamento ⋅ Belém,8114.83,89263.13,0.0,0,-1.4518291473482252,-48.49526830272996,3 quartos,4 camas
Hospede-se com Estilo.,Casa ⋅ Pedreira,8013.18,88144.98000000001,0.0,0,-1.4376,-48.47428,3 quartos,2 camas
"Espaço inteiro: Apto alto padrão em Belém, Brasil.",Apartamento ⋅ Nazaré,7696.79,84664.69,0.0,0,-1.4498,-48.4872,3 quartos,4 camas
Apto Mobiliado | 02 Pessoas- 07 minutos do evento.,Apartamento ⋅ Belém,5153.97,56693.670000000006,0.0,0,-1.41817,-48.46375,1 quarto,2 camas
COP30 - Apto premium com lazer completo,Apartamento ⋅ Umarizal,3534.87,38883.57,0.0,0,-1.4401,-48.4915,2 quartos,2 camas
Estadia exclusiva para COP 30 Ed Quadra Residence,Apartamento ⋅ Belém,6847.06,75317.66,0.0,0,-1.4372538111552542,-48.48922028418359,2 quartos,3 camas
Apto para 4 hóspedes- proxCop30,Apartamento ⋅ Pedreira,5000.0,55000.0,0.0,0,-1.4173,-48.4634,2 quartos,3 camas
Apartamento - COP30,Apartamento ⋅ São Brás,2254.12,24795.32,0.0,0,-1.45572,-48.47285,2 quartos,2 camas
Apartamento em Belém aluguel cop30 Batista Campos,Apartamento ⋅ Batista Campos,5339.85,58738.350000000006,0.0,0,-1.4629,-48.4902,2 quartos,3 camas
Apartamento para COP-30,Apartamento ⋅ Sacramenta,2817.65,30994.15,0.0,0,-1.417023251762543,-48.478222100967905,2 quartos,2 camas
Apartamento aconchegante no coração de Belém,Apartamento ⋅ Jurunas,4019.14,44210.54,0.0,0,-1.46518,-48.49385,3 quartos,4 camas
Apartamento aconchegante para locação na COP30,Apartamento ⋅ Belém,3832.0,42152.0,0.0,0,-1.443022518668545,-48.489477977960085,3 quartos,4 camas
Apto Alto Padrão em Belém.,Apartamento ⋅ Umarizal,6009.88,66108.68000000001,0.0,0,-1.4399832709249911,-48.48216042272328,3 quartos,3 camas
Apartamento para COP 30,Apartamento ⋅ Telégrafo,7392.48,81317.28,0.0,0,-1.4313,-48.4873,3 quartos,3 camas
Aluguel COP 30 - disponível de 27/10 a 30/11.,Apartamento ⋅ Marambaia,3091.55,34007.05,0.0,0,-1.4041,-48.4497,3 quartos,2 camas
Apartamento enorme incrível!,Apartamento ⋅ Nazaré,6847.06,75317.66,0.0,0,-1.4495690920068502,-48.47988565345817,3 quartos,6 camas
Apto Inteiro e Condomínio Completo. Aproveite!,Apartamento ⋅ Umarizal,5749.87,63248.57,0.0,0,-1.4392,-48.4896,3 quartos,4 camas
Casa Cop 30,Casa ⋅ Velha,6847.06,75317.66,0.0,0,-1.4618,-48.5018,4 quartos,7 camas
Apartamento Moderno com Vista Panorâmica da cidade,Apartamento ⋅ Marco,5387.33,59260.63,0.0,0,-1.4291,-48.4626,3 quartos,4 camas
apartamento premium - umarizal - Belém/PA cop 30,Apartamento ⋅ Umarizal,7217.71,79394.81,0.0,0,-1.4389,-48.4856,3 quartos,4 camas
Apto aconchegante no melhor bairro de Belém,Apartamento ⋅ Belém,8558.83,94147.13,0.0,0,-1.4424,-48.4842,3 quartos,3 camas
"COP30, hangar, parque da cidade em belem",Apartamento ⋅ Marco,5178.47,56963.170000000006,0.0,0,-1.429,-48.4653,3 quartos,3 camas
Apartamento para Cop30,Apartamento ⋅ Umarizal,4519.06,49709.66,0.0,0,-1.4369,-48.4885,2 quartos,2 camas
Apartamento para COP 30 - 5km do Hangar,Apartamento ⋅ Nazaré,7557.7,83134.7,0.0,0,-1.4526314668269655,-48.478858865534264,3 quartos,5 camas
"Apto Umarizal, ao lado da Doca - COP 30 [2 hósp.]",Apartamento ⋅ Belém,4974.62,54720.82,0.0,0,-1.4429,-48.4882,1 quarto,1 cama
apartamento confortável e seguro,Apartamento ⋅ Umarizal,7679.3,84472.3,0.0,0,-1.446132432730076,-48.48247629205904,4 quartos,4 camas
AP aconchegante para COP 30 em Belém,Apartamento ⋅ Belém,7531.77,82849.47,0.0,0,-1.4396,-48.4825,3 quartos,3 camas
Cobertura duplex 180m2 ótima localização,Apartamento ⋅ Umarizal,5492.9,60421.899999999994,0.0,0,-1.4346,-48.4883,3 quartos,6 camas
Aluguel de Casa COP 30/PA proximo ao Aeroporto.,Casa ⋅ Belém,8505.89,93564.79,0.0,0,-1.3957,-48.4727,5 quartos,8 camas
COP 30 Apto 1/4 suíte bairro nobre,Apartamento ⋅ Umarizal,4108.24,45190.64,0.0,0,-1.4444,-48.4817,1 quarto,1 cama de casal
Exclusivo para COP30,Apartamento ⋅ Marco,4580.27,50382.97,0.0,0,-1.43947,-48.47095,2 quartos,3 camas
Conforto e estilo na nova Doca,Apartamento ⋅ Belém,7702.94,84732.34,0.0,0,-1.4420222062906085,-48.49341447287941,2 quartos,2 camas de solteiro
Apart. mobiliado COP30 em excelente localização.,Apartamento ⋅ Belém,5648.83,62137.13,0.0,0,-1.4601,-48.4885,2 quartos,2 camas
Apartamento espaço inteiro COP30 bem localizado.,Apartamento ⋅ Batista Campos,6847.06,75317.66,0.0,0,-1.4584,-48.4866,2 quartos,3 camas
COP 30 Belém - AP bem localizado e confortável.,Apartamento ⋅ Pedreira,6121.18,67332.98000000001,0.0,0,-1.4241,-48.4647,3 quartos,3 camas
Apto central/ bairro São Brás /prox. COP30,Apartamento ⋅ Guamá,3729.57,41025.270000000004,0.0,0,-1.4592883119013085,-48.46965324281411,2 quartos,2 camas de casal
Apartamento em Umarizal para COP 30,Apartamento ⋅ Umarizal,4718.28,51901.079999999994,0.0,0,-1.4391,-48.4896,3 quartos,3 camas
Cop30 - Melhor que Hotel,Apartamento ⋅ Umarizal,7988.24,87870.64,0.0,0,-1.4452,-48.4879,3 quartos,3 camas
Belém Cop 30 Apartamento Novo Centro (Ed. Mistral),Apartamento ⋅ Cremação,4676.4,51440.399999999994,0.0,0,-1.4605,-48.4791,2 quartos,4 camas
"Ap. novo, conforto, moderno, localizado em Nazaré",Apartamento ⋅ Nazaré,6162.36,67785.95999999999,0.0,0,-1.450323892645499,-48.4814667865605,2 quartos,3 camas
Apto 2 Quartos c/ Lazer Completo •Próx. COP30/Aero,Apartamento ⋅ Belém,3729.54,41024.94,0.0,0,-1.4262,-48.4663,2 quartos,3 camas
Ed. Rio Mendoza - COP 30,Apartamento ⋅ Marco,7324.09,80564.99,0.0,0,-1.432,-48.4611,3 quartos,3 camas
Apartamento lindo para a COP 30,Apartamento ⋅ Marco,7959.58,87555.38,0.0,0,-1.43371,-48.45511,2 quartos,3 camas
COP30 Apt. novo no Umarizal em Belém do Pará,Apartamento ⋅ Campina,5103.53,56138.829999999994,0.0,0,-1.4419467724201225,-48.48711936630884,2 quartos,2 camas
"Excelente localização, limpeza e conforto.",Apartamento ⋅ Belém,3662.14,40283.54,4.69,117,-1.43298,-48.45088,2 quartos,4 camas
Casa c/ Piscina e Lazer Completo,Casa ⋅ Belém,3324.97,36574.67,4.88,8,-1.41724,-48.48003,4 quartos,4 camas
Linda Casa - COP30 2025,Casa ⋅ Belém,3405.77,37463.47,0.0,0,-1.4653,-48.4631,2 quartos,4 camas
Apto Smart Boulevard mobiliado!,Apartamento ⋅ Belém,4411.06,48521.66,4.96,25,-1.4456,-48.4856,2 quartos,3 camas
Apartamento no coração da cidade,Apartamento ⋅ Belém,3421.03,37631.33,4.67,3,-1.4397,-48.48295,2 quartos,2 camas
Cobertura com piscina em Belém perto da B. Campos,Apartamento ⋅ Belém,8923.03,98153.33,0.0,0,-1.4657737604553838,-48.48997068799872,4 quartos,4 camas
Apartamento COP 30,Apartamento ⋅ Belém,4401.76,48419.36,0.0,0,-1.4343,-48.4621,2 quartos,3 camas
Apartamento Nazaré Cop-30,Apartamento ⋅ Belém,2658.8,29246.800000000003,0.0,0,-1.44755,-48.47806,2 quartos,4 camas
Luxuoso Apartamento para CoP30 a 5 minutos Hangar,Apartamento ⋅ Belém,5135.3,56488.3,0.0,0,-1.43918,-48.46365,3 quartos,5 camas
Hospede-se na COP 30,Apartamento ⋅ Belém,4620.94,50830.34,0.0,0,-1.4242,-48.4649,2 quartos,1 cama de casal
Apartamento COP30 bairro Marco,Apartamento ⋅ Belém,1844.79,20292.69,0.0,0,-1.4339583045984146,-48.466811596280024,3 quartos,3 camas
"Frente para o bosque, apartamento 03 Suítes cop-30",Apartamento ⋅ Belém,7790.59,85696.49,0.0,0,-1.43455,-48.46076,3 quartos,4 camas
Condomínio Resort para COP 30,Apartamento ⋅ Belém,8621.07,94831.76999999999,0.0,0,-1.4567,-48.4779,3 quartos,5 camas
LOFT BELÉM com 1 quarto- COP 30,Apartamento ⋅ Belém,3800.12,41801.32,0.0,0,-1.44722,-48.46993,1 quarto,1 cama
Maravilhoso Apto - Umarizal - Nova Doca - Belém/PA,Apartamento ⋅ Umarizal,4459.39,49053.29,4.81,159,-1.44658,-48.48689,2 quartos,3 camas
Apartamento COP 30,Apartamento ⋅ Belém,5240.83,57649.13,0.0,0,-1.44573,-48.46503,2 quartos,2 camas
Residencial Piazza Toscana COP30-marambaia,Apartamento ⋅ Belém,6170.66,67877.26,0.0,0,-1.4039,-48.4496,2 quartos,3 camas
Apto Cop30 alto padrão 3 suítes bairro Fátima,Apartamento ⋅ Belém,5798.22,63780.420000000006,0.0,0,-1.457,-48.4741,3 quartos,4 camas
Apartamento para COP30 Belém/PA.,Apartamento ⋅ Belém,6276.47,69041.17,0.0,0,-1.4600177010553397,-48.478157692479485,2 quartos,3 camas
"COP30 em 12' (5,2km) - Apartamento Climatizado",Apartamento ⋅ Belém,7406.12,81467.31999999999,0.0,0,-1.4392,-48.4817,3 quartos,5 camas
COP e Aeroporto a 7 min shopping a pé,Apartamento ⋅ Belém,5342.12,58763.32,0.0,0,-1.3891,-48.469,3 quartos,5 camas
Majesty Crown Umarizal*,Apartamento ⋅ Belém,2848.78,31336.58,4.5,14,-1.4456,-48.4856,1 quarto,1 cama queen
Apartamento alto padrão para COP30.,Apartamento ⋅ Belém,6720.0,73920.0,0.0,0,-1.4327,-48.4548,3 quartos,3 camas
apartamento alto padrao para a COP 30,Apartamento ⋅ Belém,5705.89,62764.79,0.0,0,-1.4627,-48.4863,3 quartos,3 camas
Apt a 10 minutos do Hangar COP30,Apartamento ⋅ Belém,4964.57,54610.27,0.0,0,-1.4056,-48.448,2 quartos,2 camas
Apartamento ideal para a COP30,Apartamento ⋅ Belém,4536.47,49901.170000000006,0.0,0,-1.4316,-48.4617,2 quartos,2 camas
"COP 30
Excelente apartamento na Marambaia",Apartamento ⋅ Marambaia,3423.53,37658.83,0.0,0,-1.406226386979726,-48.45379335435119,1 quarto,1 cama
Edifício Águas de Março Residence,Apartamento ⋅ Belém,3516.69,38683.590000000004,0.0,0,-1.4452847103986015,-48.46433583351543,2 quartos,2 camas
Estadia de luxo na baía,Apartamento ⋅ Belém,5229.32,57522.52,0.0,0,-1.4401,-48.4915,2 quartos,2 camas
o Soul entrega conforto e Beleza.,Apartamento ⋅ Batista Campos,10016.47,110181.17,0.0,0,-1.4597794084862843,-48.48761126592289,3 quartos,3 camas
Condomínio Resort para COP 30,Apartamento ⋅ Nazaré,9708.78,106796.58,0.0,0,-1.4566784000432258,-48.47880552170689,3 quartos,3 camas
Apto 2 Suítes – Próximo ao Hangar - COP 30!,Apartamento ⋅ Marco,6847.06,75317.66,0.0,0,-1.432,-48.4611,2 quartos,6 camas
"Novo, elegante e seguro.",Apartamento ⋅ Batista Campos,4522.97,49752.670000000006,0.0,0,-1.465301094078599,-48.48670300923319,2 quartos,5 camas
Studio completo na Doca,Apartamento ⋅ Belém,3380.05,37180.55,0.0,0,-1.4466068395854352,-48.48380369860912,1 cama,
Studio charmoso em Belém,Apartamento ⋅ São Brás,4130.02,45430.22,0.0,0,-1.4465,-48.4708,2 quartos,2 camas
AP em região da COP 30,Apartamento ⋅ Fátima,8039.12,88430.31999999999,0.0,0,-1.4441,-48.4751,2 quartos,2 camas
Aluguel Temporada COP 30,Apartamento ⋅ Pedreira,4564.71,50211.81,0.0,0,-1.42735,-48.46761,2 quartos,3 camas
duplex alto padrao para a COP 30,Apartamento ⋅ Nazaré,3994.12,43935.32,0.0,0,-1.4477,-48.4848,1 quarto,1 cama
Quarto para COP30 Umarizal Belém,Lugar para ficar em Belém,2559.77,28157.47,0.0,0,-1.4395,-48.4835,1 quarto,2 camas
Apartamento estiloso e confortável para COP 30,Apartamento ⋅ Marco,4108.24,45190.64,0.0,0,-1.435,-48.4676,2 quartos,2 camas
Apartamento Cond Parc Paradiso - vista para Museu,Apartamento ⋅ Belém,5612.52,61737.72,0.0,0,-1.4567,-48.4779,3 quartos,5 camas
Loft Athenas Future living para COP 30,Apartamento ⋅ Belém,5564.71,61211.81,0.0,0,-1.4355,-48.4774,2 quartos,3 camas
Aluguel Ap para a COP 30,Apartamento ⋅ Belém,3454.65,38001.15,0.0,0,-1.4173,-48.4631,2 quartos,1 cama queen
Resort urbano COP30 Muito perto local evento.,Apartamento ⋅ Belém,10153.31,111686.40999999999,0.0,0,-1.433967230152211,-48.45538907992196,3 quartos,6 camas
Ed. Seven Residence - COP 30 - Belém,Apartamento ⋅ Marco,2870.58,31576.379999999997,0.0,0,-1.4353,-48.462,2 quartos,2 camas
Casa Confortável para a COP30,Casa ⋅ Belém,7512.36,82635.95999999999,0.0,0,-1.4713413566243163,-48.4574735227378,3 quartos,5 camas
